well_id,water_cut_fraction,MAIP_psi,required_injection_pressure_psi,porosity_fraction,permeability_md,TDS_mg_L,oil_in_water_ppm,TSS_mg_L,Ca_mg_L,SO4_mg_L,Ba_mg_L,Sr_mg_L,CRI,SRI,lithology,pH,temperature_C,GRSS,recommended_decision,main_reason
W01,0.327,7098,4620,0.265,563,4124,10.02,22.73,1409,97,0,122,7.1,1.4,sandstone,7.87,37.54,90.03,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W01,0.325,7376,4342,0.257,452,2054,9.37,42.15,1154,156,0,127,12.5,31.4,carbonate,7.97,42.47,87.57,Inject,"Carbonate interval remains pressure-safe with acceptable quality and injectivity, so direct injection is feasible."
W01,0.331,7603,4705,0.283,647,3272,17.16,113.9,1444,114,0,116,20,9.5,sandstone,8.06,44.51,71.22,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.319,7467,4454,0.272,646,2309,8.65,105.31,1820,204,0,85,24.6,24.9,shale,8.04,47.3,72.68,Treat then inject,"Shale increases formation damage risk and lowers injectivity, so treatment is required before any injection."
W01,0.34,7721,4168,0.271,549,1121,11.86,127.48,1396,184,0,82,20,32.2,sandstone,8.11,28.05,75.13,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.325,7041,4643,0.263,590,2889,5.43,57.19,1468,65,0,149,28.7,1.5,carbonate,8.06,51.78,75.32,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W01,0.33,6956,4546,0.268,547,2314,6.41,67.58,1030,212,0,40,16.6,1.1,carbonate,7.92,44.75,75.17,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W01,0.322,6831,4131,0.257,561,3484,8.16,106.3,1572,342,0,168,20,57.7,sandstone,7.92,44.35,75.88,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.357,7326,4420,0.282,745,3240,8.41,49.58,1120,268,0,104,19.4,34.5,carbonate,7.89,47.76,90.48,Inject,"Carbonate interval remains pressure-safe with acceptable quality and injectivity, so direct injection is feasible."
W01,0.283,6861,4215,0.273,637,3143,14.9,30.33,1417,176,0,186,13.8,40.4,sandstone,7.99,47.07,87.61,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W01,0.368,7172,4571,0.287,216,2989,8.79,36.39,1133,333,0,116,11.2,46.9,sandstone,8.02,41.02,93.66,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W01,0.365,7046,4646,0.282,586,3374,12.86,32.88,748,210,0,150,10.3,37.8,sandstone,8.19,38.69,73.31,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.39,7191,4850,0.274,742,4167,10.98,32.62,1264,219,0,94,10.3,19.6,carbonate,7.82,35.69,87.67,Inject,"Carbonate interval remains pressure-safe with acceptable quality and injectivity, so direct injection is feasible."
W01,0.344,7141,4147,0.281,666,1060,8.21,93.36,1049,175,0,126,21.6,45.6,sandstone,8.04,46.11,78.03,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.389,7435,4850,0.302,792,3342,5.99,91.18,1386,273,0,99,37.3,32.9,sandstone,7.95,54.03,77.26,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.334,7039,4325,0.266,749,3387,7.88,82.02,1154,296,0,127,18.3,43.6,sandstone,8.33,37.25,76.33,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.325,7282,4227,0.285,749,3934,11.66,97.34,1391,226,0,137,19.8,34.3,sandstone,7.68,35.61,70.9,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.325,7625,4370,0.28,627,537,5.72,57.08,1112,235,0,105,15.1,59.5,sandstone,7.94,38.35,78.28,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.303,7020,4692,0.271,628,1977,10.96,124.51,1406,221,0,123,25,42.6,sandstone,7.74,47.49,70.71,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W01,0.363,7403,4136,0.265,541,4899,9.38,26.43,987,226,0,43,14.4,0,sandstone,7.88,47.99,94.99,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W01,0.336,7151,4415,0.258,621,1843,9.41,108.83,967,186,0,119,20,37,shale,7.95,39.2,71.35,Treat then inject,"Shale increases formation damage risk and lowers injectivity, so treatment is required before any injection."
W01,0.33,7178,7378,0.28,805,6653,9.1,154.42,788,298,0,92,20,20.2,carbonate,9.74,34.17,60.38,Injection not suitable,"Injection is not suitable because the carbonate case still fails key pressure, damage, or quality checks."
W01,0.316,7700,4085,0.279,524,1672,10,78.45,1087,262,0,109,17.9,47.1,carbonate,7.61,38.16,71.46,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W01,0.336,7469,4578,0.273,622,3467,4.98,23.97,1169,173,0,156,7.6,32.1,sandstone,7.94,39.94,75.54,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.345,7155,4526,0.287,672,1592,5.43,44.37,1459,113,0,143,12.9,29,carbonate,8,43.29,83.61,Inject,"Carbonate interval remains pressure-safe with acceptable quality and injectivity, so direct injection is feasible."
W01,0.391,7475,4850,0.27,662,1591,5.41,35.26,1637,90,0,57,10.9,0,sandstone,7.8,31.24,93.02,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W01,0.367,7487,4525,0.278,578,2474,8,55.83,739,226,0,88,14.9,28.3,sandstone,7.63,44.38,77.27,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.362,7412,4481,0.264,640,1373,10.34,49.35,1127,166,0,56,13.9,13,sandstone,7.61,42.49,75.12,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.341,6704,4850,0.259,639,2310,10.44,26.99,1214,99,0,160,8.6,21.9,carbonate,7.69,40.13,73.66,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W01,0.361,7346,4198,0.266,525,3732,11.44,32.87,1388,55,0,120,10.3,0,sandstone,8.05,34.75,70.62,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.355,7536,4414,0.281,736,2530,8.83,94.85,1736,112,0,62,25.4,0,sandstone,7.86,47.93,76.28,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.374,7150,4168,0.253,529,792,11.76,49.98,1506,175,0,77,26.2,33.9,shale,7.6,51.1,74.08,Treat then inject,"Shale increases formation damage risk and lowers injectivity, so treatment is required before any injection."
W01,0.35,6860,4423,0.257,567,3923,9.86,23.86,1110,223,0,129,17.1,31.9,sandstone,8.24,49.77,76.5,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.335,7140,4377,0.289,695,2078,10.82,62.15,744,171,0,186,15.9,47,sandstone,7.84,40.44,77.8,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.367,7230,4202,0.281,673,3796,9.56,39.6,1768,174,0,95,12,14.1,sandstone,7.96,44.32,78.78,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.395,7171,4850,0.274,726,2401,10.94,66.25,1218,119,0,93,16.4,9.3,sandstone,7.91,43.62,77.7,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.343,7561,4160,0.271,663,1796,8.1,92.12,1530,297,0,111,19.3,52.1,sandstone,8.42,42.36,70.11,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.381,7260,4551,0.288,730,4073,9.55,65.57,1378,197,0,112,18.9,22.3,shale,8.11,46.27,73.24,Treat then inject,"Shale increases formation damage risk and lowers injectivity, so treatment is required before any injection."
W01,0.357,6635,4414,0.275,641,723,12.57,93.02,1469,227,0,86,36.6,48.8,carbonate,7.7,53.59,76.57,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W01,0.43,6653,4850,0.271,691,2314,10.34,24.29,1478,221,0,137,7.7,43.5,sandstone,8.07,40.34,71.54,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.388,7107,4421,0.274,736,1936,4.83,26.96,1367,186,0,107,33.7,32.6,sandstone,8.16,57.55,88.77,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W01,0.351,7384,4067,0.284,670,953,8.62,22.62,1680,271,0,52,7.1,35.2,carbonate,8.4,42.62,82.71,Inject,"Carbonate interval remains pressure-safe with acceptable quality and injectivity, so direct injection is feasible."
W01,0.363,7154,4383,0.268,708,1863,9.1,40.05,1239,156,0,74,12.1,15.1,sandstone,7.72,41.64,84.6,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W01,0.341,7264,4006,0.269,590,1447,9.14,51.6,1409,161,0,100,14.3,30.4,sandstone,8.13,43.81,70.17,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.386,6766,4850,0.264,660,2174,8.4,42.31,918,161,0,115,16.7,28.2,carbonate,7.39,45.24,77.14,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W01,0.36,6927,4094,0.285,629,1992,8.03,26.51,1082,223,0,106,8.5,37.9,sandstone,8.33,43.48,84.91,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W01,0.33,7387,4112,0.273,608,2842,5.39,99.14,1173,165,0,175,38.8,38.1,carbonate,7.86,54.45,73.11,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W01,0.38,7531,4400,0.274,586,2702,4.13,82.64,1339,261,0,127,29.5,43.7,sandstone,8.38,50.57,78.35,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.384,7354,4436,0.273,629,2125,10.88,11.75,1173,129,0,57,1.4,0,carbonate,8.11,44.5,91.16,Inject,"Carbonate interval remains pressure-safe with acceptable quality and injectivity, so direct injection is feasible."
W01,0.394,7451,4462,0.283,599,2851,6.79,39.5,1088,249,0,116,22.1,38.1,sandstone,8.05,50.06,70.29,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.391,6965,4513,0.251,559,1080,10.53,48.61,924,213,0,72,13.7,33.3,sandstone,8.34,37.5,84.14,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W01,0.414,7062,4574,0.249,567,2942,11.28,12.35,1120,229,0,126,6.2,37.5,sandstone,7.97,47.17,90.08,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W01,0.355,7509,4051,0.26,613,1056,11.17,7.79,1577,187,0,57,0,22,carbonate,7.98,44.56,89.5,Inject,"Carbonate interval remains pressure-safe with acceptable quality and injectivity, so direct injection is feasible."
W01,0.37,6638,4590,0.274,633,2792,6.49,13.92,1589,334,0,137,2.9,54.8,carbonate,7.58,37.06,85.09,Inject,"Carbonate interval remains pressure-safe with acceptable quality and injectivity, so direct injection is feasible."
W01,0.359,7069,4023,0.269,658,4008,9.67,55.91,1403,250,0,84,30.8,21,sandstone,8.08,52.91,78.41,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.397,7089,4138,0.288,519,2701,10.65,71.65,1387,377,0,86,24.9,44,shale,7.82,48.89,75.53,Treat then inject,"Shale increases formation damage risk and lowers injectivity, so treatment is required before any injection."
W01,0.363,7317,4114,0.278,722,674,8.92,12.16,1632,195,0,71,1.7,38.1,sandstone,7.82,36.82,88.96,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W01,0.375,7729,4136,0.268,650,2655,6.47,47.48,1422,175,0,143,33.6,34.6,carbonate,8.21,55.01,75.31,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W01,0.418,7359,4850,0.258,548,3248,10.59,41.25,1006,213,0,138,12.3,36.2,sandstone,8.02,34.62,91.49,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W01,0.34,6801,4404,0.282,677,1879,11.13,66.67,1164,115,0,125,16.5,22.3,carbonate,8.26,37.38,72.81,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W01,0.392,7131,3991,0.271,627,2001,8.92,70.94,1439,161,0,109,17,27.9,carbonate,7.93,40.62,87.18,Inject,"Carbonate interval remains pressure-safe with acceptable quality and injectivity, so direct injection is feasible."
W01,0.396,7434,4066,0.275,724,2052,7.25,29.04,1350,32,0,110,30.2,0,sandstone,8.02,55.47,84.73,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W01,0.377,7343,4355,0.264,515,2954,9.83,19.08,1014,128,0,122,5.6,16.9,sandstone,8.15,27.04,84.42,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W01,0.415,7301,4557,0.286,739,4265,19.29,113.44,1267,201,0,114,20,22.7,sandstone,8.14,31.42,78.5,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.445,7588,4850,0.277,660,4234,10.75,46.9,772,182,0,103,13.4,16.2,sandstone,7.75,43.4,91.61,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W01,0.347,7340,4087,0.26,620,2388,11.29,12.58,2123,243,0,96,2,35.5,sandstone,8.09,43.05,88.38,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W01,0.368,7043,8243,0.284,741,6606,21.58,306.22,1325,397,0,109,75.6,35.5,sandstone,6.02,48.14,37.96,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W01,0.425,7452,4431,0.272,686,2950,13.25,75.3,1424,52,0,85,23.7,0,sandstone,7.98,48.1,72.29,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.423,7370,4850,0.272,546,2473,9.29,45.25,1653,330,0,124,17.8,53.8,sandstone,8.07,47.32,82.75,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W01,0.413,6723,4315,0.265,624,1936,9.1,110.66,1338,157,0,72,20,13.8,sandstone,8.02,42.55,73.91,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W01,0.394,7465,4034,0.264,661,3418,6.13,12.19,1673,45,0,118,1.7,0,sandstone,8.2,44.07,86.05,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W01,0.412,7508,4723,0.267,661,4804,7.57,121.58,487,236,0,169,20,38.9,sandstone,8.1,33.63,70.45,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
